project_id,name,domain,github_repo,ecosystem,package,homepage,description,state,license
iot.vorto,Eclipse Vorto,eclipse.org,,,,http://www.eclipse.org/vorto,"The Eclipse Vorto project comprises of the meta information model, the tool set to create information models, the code generators and the repository to manage existing information models. The meta...",Archived,Eclipse Public License 1.0
iot.vostack,Eclipse VOStack,projects.eclipse.org,,,,https://projects.eclipse.org/projects/iot.vostack,"Eclipse VOStack is an open source software stack for IoT virtualization and convergence with edge/cloud computing technologies. It is aligned with the W3C Web of Things Standard.
The core of Eclipse..",Incubating,The MIT License (MIT)
iot.wakaama,Eclipse Wakaama,eclipse.org,,,,https://www.eclipse.org/wakaama/,"Wakaama is not a library but files to be built with an application. It is written in C and designed to be portable on POSIX compliant systems.
Two compilation switches are used: LWM2M_CLIENT_MODE and.",Regular,Eclipse Distribution License 1.0 (BSD-3-Clause)
iot.whiskers,Eclipse Whiskers,projects.eclipse.org,eclipse/whiskers,,,https://projects.eclipse.org/projects/iot.whiskers,"Whiskers is an OGC SensorThings API framework consisting of a JavaScript client and a light-weight server for IoT gateways (e.g., Raspberry Pi). The SensorThings API is an OGC (Open Geospatial...",Archived,Eclipse Public License 1.0
iot.yasham,Eclipse Yasham,projects.eclipse.org,,,,https://projects.eclipse.org/projects/iot.yasham,"Eclipse Yasham is an Open & Extensible Cloud-Native Smart Living Platform for Consumer IoT.

Some features at a glance

Server Side API Gateway (REST API)

Service Registration and discovery
Caching..",Archived,Eclipse Public License 2.0
iot.zenoh,Eclipse Zenoh,zenoh.io,,,,http://zenoh.io,"Eclipse Zenoh provides is a stack  designed to (1) minimize network overhead, (2) support extremely constrained devices, (3) supports devices with low duty-cycle by allowing the negotiation of data...",Incubating,Apache Software License 2.0
iot.zenoh.zenoh-flow,Eclipse Zenoh-Flow,projects.eclipse.org,,,,https://projects.eclipse.org/projects/iot.zenoh.zenoh-flow,"Eclipse Zenoh-Flow aims at simplifying and structuring (i) the declaration, (ii) the deployment and (iii) the writing of complex and, potentially, safety-critical applications that can span from the..",Incubating,Apache Software License 2.0
locationtech,LocationTech,locationtech.org,,,,http://www.locationtech.org,"The LocationTech Technology (LTT) project fosters, promotes, and houses location aware efforts in the LocationTech community. These efforts strive towards the common goal of re-usable technology...",Regular,Eclipse Public License 2.0
locationtech.geobench,LocationTech GeoBench,projects.eclipse.org,locationtech/geobench,,,https://projects.eclipse.org/projects/locationtech.geobench,GeoBench provides a framework for benchmarking the performance of geospatial databases handling big data ingest and query tasks. The framework will include a documented methodology for performing...,Archived,Apache Software License 2.0
locationtech.geogig,LocationTech GeoGig,geogig.org,locationtech/geogig,,,http://www.geogig.org,"LocationTech GeoGig is a Distributed Version Control System (DVCS) specially designed to handle geospatial data efficiently. It takes inspiration from the source code versioning system Git, but has an",Incubating,Eclipse Distribution License 1.0 (BSD-3-Clause)
locationtech.geojinni,LocationTech GeoJinni,projects.eclipse.org,,,,https://projects.eclipse.org/projects/locationtech.geojinni,GeoJinni (formerly known as SpatialHadoop) is a comprehensive extension to Hadoop that allows efficient processing of spatial data. It injects spatial awareness in the different layers and components.,Archived,Apache Software License 2.0
locationtech.geomesa,LocationTech GeoMesa,projects.eclipse.org,locationtech/geomesa,,,https://projects.eclipse.org/projects/locationtech.geomesa,"LocationTech GeoMesa™ is an Apache licensed open source suite of tools that enables large-scale geospatial analytics on cloud and distributed computing systems, letting you manage and analyze the huge",Regular,Apache Software License 2.0
locationtech.geoperil,LocationTech GeoPeril,projects.eclipse.org,,,,https://projects.eclipse.org/projects/locationtech.geoperil,"GeoPeril merges complementary external and in-house cloud-based services into one platform for automated background GPU computation, for web-mapping of hazard specific geospatial data, and for serving",Archived,Apache Software License 2.0
locationtech.geotrellis,LocationTech GeoTrellis,geotrellis.io,locationtech/geotrellis,,,http://geotrellis.io/,"The core LocationTech GeoTrellis framework provides an ability to process large and small data sets with low latency by distributing the computation across multiple threads, cores, CPUs and machines. ",Regular,Apache Software License 2.0
locationtech.geowave,LocationTech GeoWave,projects.eclipse.org,locationtech/geowave,,,https://projects.eclipse.org/projects/locationtech.geowave,"LocationTech GeoWave leverages the scalability of a distributed key-value store for effective storage, retrieval, and analysis of massive geospatial datasets. 
Currently, GeoWave is an open source set",Regular,Apache Software License 2.0
locationtech.jts,LocationTech JTS Topology Suite,locationtech.github.io,locationtech/jts,,,http://locationtech.github.io/jts/,The LocationTech JTS Topology Suite™ (JTS) is an open source Java software library that provides an object model for planar geometry together with a set of fundamental geometric functions. JTS...,Regular,Eclipse Public License 2.0
locationtech.libspatialindex,LocationTech libspatialindex,projects.eclipse.org,,,,https://projects.eclipse.org/projects/locationtech.libspatialindex,"LocationTech libspatialindex is a ""Gang of Four""-inspired C/C++ library for implementation of spatial indexes. It contains a number of features that make it a valuable key component of many spatial...",Archived,The MIT License (MIT)
locationtech.proj4j,LocationTech Proj4J,projects.eclipse.org,locationtech/proj4j,,,https://projects.eclipse.org/projects/locationtech.proj4j,"LocationTech Proj4J is a Java port of the widely used Proj.4 library for coordinate reprojection.  While Proj.4 is widely used and battle-tested, some projects benefit from a pure-Java implementation.",Incubating,Apache Software License 2.0
locationtech.rasterframes,LocationTech RasterFrames™,projects.eclipse.org,locationtech/rasterframes,,,https://projects.eclipse.org/projects/locationtech.rasterframes,"LocationTech RasterFrames™ brings the power of Spark DataFrames to geospatial raster data, empowered by the map algebra and tile layer operations of GeoTrellis. The underlying purpose of RasterFrames.",Incubating,Apache Software License 2.0
locationtech.sfcurve,LocationTech SFCurve,projects.eclipse.org,locationtech/sfcurve,,,https://projects.eclipse.org/projects/locationtech.sfcurve,"The LocationTech SFCurve library is a Scala library for the creation, transformation, and querying of space-filling curves (http://en.wikipedia.org/wiki/Space-filling_curve).
It is a common...",Incubating,Apache Software License 2.0
locationtech.spatial4j,LocationTech Spatial4j,projects.eclipse.org,locationtech/spatial4j,,,https://projects.eclipse.org/projects/locationtech.spatial4j,"LocationTech Spatial4j is a general purpose spatial / geospatial ASL licensed open-source Java library. Its core capabilities are 3-fold: to provide common geospatially-aware shapes, to provide...",Regular,Apache Software License 2.0
locationtech.udig,LocationTech uDig: User-friendly Desktop Internet GIS,udig.github.io,locationtech/udig-platform,,,http://udig.github.io,"uDig is an open source desktop application framework, built with Eclipse Rich Client (RCP) technology. uDig provides a complete Java solution for desktop GIS data access, editing, and viewing.

User..",Incubating,Eclipse Distribution License 1.0 (BSD-3-Clause)
modeling,Eclipse Modeling Project,eclipse.org,,,,http://www.eclipse.org/modeling/,"The Eclipse Modeling Project focuses on the evolution and promotion of model-based development technologies within the Eclipse community by providing a unified set of modeling frameworks, tooling, and",Regular,Eclipse Public License 2.0
modeling.acceleo,Eclipse Acceleo,eclipse.org,,,,http://www.eclipse.org/acceleo,"Eclipse Acceleo is an open source code generator implementing the OMG's MOF Model to Text Language (MTL) standard that uses any EMF based models (UML, SysML, domain specific models...) to generate any",Regular,Eclipse Public License 1.0
modeling.agileuml,Eclipse Agile UML,agilemde.co.uk,,,,https://www.agilemde.co.uk,"The toolset supports the visual and textual editing of specifications using UML 2.4 class diagrams, OCL 2.4 and a textual activity language. These specifications can be analysed for technical debt and",Incubating,Eclipse Public License 2.0
modeling.amalgam,Eclipse Amalgam,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.amalgam,"The intention of the Modeling Amalgam™ project proposal is to augment the current Modeling project with one focused solely on refining the ""user experience"" when using Modeling project technologies.
T",Regular,Eclipse Public License 1.0
modeling.amp,Eclipse Agent Modeling Platform,eclipse.org,,,,http://eclipse.org/amp,"The Eclipse Agent Modeling Platform (AMP) provides extensible frameworks and exemplary tools for Agent-Based Modeling (ABM) as well as more general agent applications. AMP includes:
Agent Modeling...",Archived,Eclipse Public License 1.0
modeling.atl,Eclipse ATL,eclipse.org,,,,http://www.eclipse.org/atl/,"Eclipse ATL (ATL Transformation Language) is a model transformation language and toolkit. In the field of Model-Driven Engineering (MDE), ATL provides ways to produce a set of target models from a set",Regular,Eclipse Public License 2.0
modeling.avsys,Eclipse AVSys,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.avsys,"Eclipse AVSys adopts the model-based design methodology to describe an autonomous driving system. Using blocks and lines, users create a block diagram of the entire system, and based on it OSCAR IDE..",Archived,Eclipse Public License 2.0
modeling.bpmn2,Eclipse Business Process Model and Notation (BPMN2),eclipse.org,,,,http://www.eclipse.org/modeling/mdt/?project=bpmn2,Eclipse BPMN2 is an open source component of the Model Development Tools (MDT) subproject to provide a metamodel implementation based on the forthcoming Business Process Model and Notation (BPMN) 2.0.,Regular,Eclipse Public License 1.0
modeling.capra,Eclipse Capra,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.capra,"Eclipse Capra is a traceability management tool. It allows the creation of trace links between arbitrary artefacts, provides features to edit them and keep them consistent, and visualise the...",Incubating,Eclipse Public License 2.0
modeling.cdo,Eclipse CDO Model Repository,eclipse.dev,,,,https://eclipse.dev/cdo,The Eclipse CDO™ (Connected Data Objects) Model Repository is a distributed shared model framework for EMF models and meta models. CDO is also a model runtime environment with a focus on orthogonal...,Regular,Eclipse Public License 1.0
modeling.diffmerge,Eclipse EMF Diff/Merge,github.com,eclipse/org,,,https://github.com/eclipse/org.eclipse.emf.diffmerge.core/wiki,Eclipse EMF Diff/Merge™ is a diff/merge tool for models. Its main purpose is to help build higher-level tools that need to merge models based on consistency rules. GUI components are also provided...,Incubating,Eclipse Public License 1.0
modeling.eatop,Eclipse EATOP,projects.eclipse.org,,,,http://projects.eclipse.org/projects/modeling.eatop,Eclipse EATOP is an infrastructure platform implementation of common base functionality for design tools that enable an effective usage of the architecture description language EAST-ADL in software...,Archived,Eclipse Public License 1.0
modeling.ecoretools,Eclipse Ecore Tools,eclipse.org,,,,http://www.eclipse.org/ecoretools/,"The Eclipse Ecore Tools component provides a complete environment to create, edit and maintain Ecore models. This component eases handling of Ecore models with a Graphical Ecore Editor and bridges to.",Regular,Eclipse Public License 1.0
modeling.ecp,Eclipse EMF Client Platform,eclipse.org,,,,http://www.eclipse.org/emfclient/,"The Eclipse EMF Client Platform is a framework for building EMF-based client applications. The goal is to provide reusable, adaptable and extensible UI components to develop applications based on a...",Regular,Eclipse Public License 2.0
modeling.edapt,Eclipse Edapt™,eclipse.org,,,,http://www.eclipse.org/edapt/,"Eclipse Edapt™ defines APIs and provides implementations for the following functionality:

Ecore models to specify the changes between two versions of an Ecore model and to compose these as a complete",Regular,Eclipse Public License 2.0
modeling.eef,Eclipse Extended Editing Framework (EEF),eclipse.org,,,,http://www.eclipse.org/eef,The Eclipse Extended Editing Framework is a presentation framework for the Eclipse Modeling Framework. It allows user to create rich user interfaces to edit EMF models.,Regular,Eclipse Public License 1.0
modeling.efm,Eclipse Formal Modeling Project™,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.efm," 
Background: 

The Eclipse Formal Modeling Project™ (E-FMP for short) is based on research work that has been started at the CEA LIST in the nineties. That research focused on methods and tools to...",Incubating,Eclipse Public License 1.0
modeling.egf,Eclipse Generation Factories (EGF),eclipse.org,eclipse-egf/emf,,,http://www.eclipse.org/egf," 
EGF (Eclipse Generation Factories) is a software factory tool with the purpose to generate software artifacts, such as code or application.
Links: EGF Wiki, Download and installation of EGF
 
EGF is",Regular,Eclipse Public License 1.0
modeling.elk,Eclipse Layout Kernel,eclipse.org,,,,https://www.eclipse.org/elk/,"Visual languages are popular for visualizing concepts and systems. However, just being graphical in nature does not automatically make a diagram easy to understand. Its usefulness much rather depends.",Incubating,Eclipse Public License 2.0
modeling.emf,Eclipse EMF,eclipse.dev,,,,https://eclipse.dev/emf/,"Eclipse EMF™ is a modeling framework and code generation facility for building tools and other applications based on a structured data model. From a model specification described in XMI, EMF provides.",Regular,Eclipse Public License 2.0
modeling.emf-parsley,Eclipse EMF Parsley,eclipse.org,,,,http://www.eclipse.org/emf-parsley,"Eclipse EMF Parsley™ is an Eclipse project that provides a set of reusable UI components based on EMF (e.g., trees, tables, forms, views and editors) that can be used in your EMF-based plugin out-of..",Regular,Eclipse Public License 1.0
modeling.emf.query,Eclipse EMF Query,eclipse.org,,,,http://www.eclipse.org/modeling/emf/?project=query,"This project has merged into the EMF Services project.
The Eclipse EMF Query component facilitates the process of search and retrieval of model elements of interest in a flexible yet controlled and...",Archived,Eclipse Public License 1.0
modeling.emf.query2,EMF Query2,eclipse.org,,,,http://www.eclipse.org/query2/,"The Query2 component facilitates the process of search and retrieval of emf model elements in a structured format with an additional advantage that resource loading is minimized during execution.
Quer",Archived,Eclipse Public License 1.0
modeling.emf.transaction,Eclipse EMF Transaction,eclipse.org,,,,http://www.eclipse.org/modeling/emf/?project=transaction,"This project has merged into the EMF Services project.
The transaction component provides the following capabilities.


		Multi-threading - Supports a protocol for clients to read and write EMF models",Archived,Eclipse Public License 1.0
modeling.emf.validation,Eclipse EMF Validation,eclipse.org,,,,http://www.eclipse.org/modeling/emf/?project=validation,"This project has merged into the EMF Services project.
The Eclipse EMF Validation component provides the following capabilities.


		Constraint Definition - Provides API for defining constraints for..",Archived,Eclipse Public License 1.0
modeling.emfatic,Eclipse emfatic,eclipse.org,,,,http://www.eclipse.org/modeling/emft/emfatic/,A textual syntax for EMF Ecore (meta-)models.,Regular,Eclipse Public License 2.0
modeling.emfcompare,Eclipse EMF Compare,eclipse.org,,,,http://www.eclipse.org/emf/compare/,"Eclipse EMF Compare brings model comparison to the EMF framework, this tool provides generic support for any kind of metamodel in order to compare and merge models. The objectives of this component...",Regular,Eclipse Public License 1.0
modeling.emfservices,Eclipse EMF Services,github.com,,,,https://github.com/eclipse-emfservices,"EMF Services provides libraries that extend the core EMF framework with additional services or more powerful versions of services provided by EMF itself.
The project currently provides three...",Regular,Eclipse Public License 2.0
modeling.emfstore,Eclipse EMFStore,eclipse.org,,,,http://eclipse.org/emfstore,Eclipse EMFStore is a model repository (server) for EMF featuring collaborative editing and versioning of models. Existing versioning systems such as SVN or GIT are focused on textual artifacts and do,Regular,Eclipse Public License 1.0
modeling.emft-unpublished,Eclipse Model Framework Technology (EMFT),eclipse.org,,,,http://eclipse.org/modeling/emft/,The Eclipse Modeling Framework Technology (EMFT) project exists to incubate new technologies that extend or complement EMF.,Archived,Eclipse Public License 1.0
modeling.emft.b3,b3,eclipse.org,,,,http://www.eclipse.org/modeling/emft/b3/,"The purpose of the b3 project is to develop a new generation of Eclipse technology to simplify software build and assembly.
Eclipse b3 consists of two parts; the b3 engine, and the b3 site aggregator.",Archived,Eclipse Public License 1.0
modeling.emft.doc2model,Doc2Model,eclipse.org,,,,http://www.eclipse.org/modeling/emft/,,Archived,Eclipse Public License 1.0
modeling.emft.emf-facet,Eclipse EMF Facet,eclipse.org,,,,http://www.eclipse.org/facet/,"Eclipse EMF Facet is a solution to extend existing Ecore metamodels without having to modify them.
The idea is to provide non-intrusive mechanisms to add new features (types, attributes, operations...",Archived,Eclipse Public License 1.0
modeling.emft.featuremodel,EMF Feature Model,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.emft.featuremodel,"During the last years Feature Modeling has become the ""standard"" for variability management in the field of Software Product Lines. Feature Models are easy to understand and provide a generic way to..",Archived,Eclipse Public License 1.0
modeling.emft.refactor,EMF Refactor,eclipse.org,,,,http://www.eclipse.org/emf-refactor/,"EMF Refactor is an Eclipse open source tool environment conveniently supporting a structured model quality assurance process. In particular, EMF Refactor supports metrics reporting, smell detection...",Archived,Eclipse Public License 1.0
modeling.emft.texo,EMFT Texo,wiki.eclipse.org,,,,http://wiki.eclipse.org/Texo,The Texo project provides annotation driven code generation for server-side web application environments. At runtime Texo supports XML/XMI persistence and runtime model access. JSON serialization and.,Archived,Eclipse Public License 1.0
modeling.emft.wazaabi,Wazaabi,eclipse.org,,,,http://www.eclipse.org/wazaabi,,Archived,Eclipse Public License 1.0
modeling.epsilon,Eclipse Epsilon,eclipse.dev,eclipse-epsilon/epsilon-website,,,https://eclipse.dev/epsilon/,"Eclipse Epsilon™ is a family of languages and tools for code generation, model-to-model transformation, model validation, comparison, migration and refactoring that work out-of-the-box with EMF and...",Regular,Eclipse Public License 2.0
modeling.etrice,Eclipse eTrice,eclipse.dev,,,,https://eclipse.dev/etrice/,"Eclipse eTrice™ is an implementation of the ROOM modeling language for event driven real-time software systems. It provides tooling like textual and graphical editors, code generators for Java, C++...",Regular,Eclipse Public License 2.0
modeling.fennec,Eclipse Fennec,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.fennec,"Eclipse Fennec is an incubator and code-space for EMF and OSGi related topics.
We put some extensions to EMF to make it work in an optimal OSGi manner. Based on that we build additional components for",Incubating,Eclipse Public License 2.0
modeling.fmc,Eclipse Fundamental Modeling Concepts,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.fmc,This project aims at providing meta models and editors for FMC to support software architects and consultants in defining and analyzing system landscapes on the conceptual as well as on the design...,Archived,Eclipse Public License 1.0
modeling.franca,Eclipse Franca,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.franca,"Eclipse Franca is a framework for definition and transformation of software interfaces. It is used for integrating software components from different suppliers, which are built based on various...",Archived,Eclipse Public License 1.0
modeling.gemoc,Eclipse GEMOC Studio,projects.eclipse.org,eclipse-gemoc/gemoc-studio,,,https://projects.eclipse.org/projects/modeling.gemoc,The Eclipse GEMOC Studio offers a framework for designing and integrating EMF-based modeling languages. The framework provides a generic interface to plug in different execution engines associated to.,Incubating,Eclipse Public License 1.0
modeling.gendoc,Eclipse Gendoc,eclipse.org,,,,http://www.eclipse.org/gendoc,"Eclipse Gendoc extracts data from Eclipse EMF models and generates documents that fully respect the appearance of your document template.
The generation can be performed in a few steps:
			Get or...",Incubating,Eclipse Public License 1.0
modeling.gmf-notation,Eclipse GMF Notation,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.gmf-notation,"The Eclipse GMF Notation Project provides a standard Eclipse EMF notational meta model.
The notational meta model is a standard means for persisting diagram information separately from the domain...",Archived,Eclipse Public License 1.0
modeling.gmf-runtime,Eclipse GMF Runtime,github.com,,,,https://github.com/eclipse-gmf-runtime,"The Eclipse GMF Runtime is an industry proven application framework for creating graphical editors using Eclipse EMF and Eclipse GEF.
The GMF Runtime provides many features that one would have to code",Regular,Eclipse Public License 1.0
modeling.gmf-tooling,Eclipse GMF Tooling,eclipse.org,,,,http://www.eclipse.org/gmf-tooling,"The Eclipse GMF Tooling project provides a model-driven approach to generating graphical editors in the Eclipse IDE.
By defining a tooling, graphical and mapping model definition, one can generate a..",Archived,Eclipse Public License 1.0
modeling.gmp,Graphical Modeling Project,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.gmp,,Archived,Eclipse Public License 1.0
modeling.gmt,Eclipse Generative Modeling Technologies (GMT),eclipse.org,,,,http://www.eclipse.org/gmt/,The goal of the Generative Modeling Technologies (GMT) project is to produce a set of prototypes in the area of Model Driven Engineering (MDE). GMT is the official research incubator project of the...,Archived,Eclipse Public License 1.0
modeling.gmt.amw,AMW - Atlas Model Weaver,eclipse.org,,,,http://www.eclipse.org/gmt/amw/,"The AMW (ATLAS Model Weaver) is a tool for establishing relationships (i.e., links) between models. The links are stored in a model, called weaving model. It is created conforming to a weaving...",Archived,Eclipse Public License 1.0
modeling.graphiti,Eclipse Graphiti,eclipse.org,,,,http://www.eclipse.org/graphiti/,"The goal of Eclipse Graphiti™ is to support the fast and easy creation of graphical tools, which can display and edit underlying domain models using a tool-defined graphical notation. Graphiti...",Incubating,Eclipse Public License 2.0
modeling.hawk,Eclipse Hawk™,eclipse.org,,,,https://www.eclipse.org/hawk/,"Eclipse Hawk™ is a heterogeneous model indexing framework: it indexes collections of models transparently and incrementally into a NoSQL database, which can be queried in a more efficient and...",Incubating,Eclipse Public License 2.0
modeling.henshin,Eclipse Henshin,github.com,eclipse-henshin/henshin,,,https://github.com/eclipse-henshin/henshin,The Henshin project provides a state of the art model transformation language for the Eclipse Modeling Framework. Henshin supports both direct transformations of EMF single model instances (endogenous,Incubating,Eclipse Public License 1.0
modeling.incquery,EMF-IncQuery,eclipse.org,,,,http://www.eclipse.org/incquery,"This project has been merged into the VIATRA project.
EMF-IncQuery is a framework for defining declarative queries over EMF models, and executing them efficiently without manual coding.
The EMF...",Archived,Eclipse Public License 1.0
modeling.m2t-unpublished,Model To Text (M2T),eclipse.org,,,,http://www.eclipse.org/modeling/m2t/,"The Model to Text (M2T) project focuses on the generation of textual artifacts from models. Its purpose is threefold:

Provide implementations of industry standard and defacto Eclipse standard model..",Archived,Eclipse Public License 1.0
modeling.m2t.jet,Java Emitter Templates (JET2),eclipse.org,,,,http://www.eclipse.org/modeling/m2t/?project=jet,,Archived,Eclipse Public License 1.0
modeling.mdht,Eclipse Model Driven Health Tools,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.mdht,Eclipse MDHT delivers a standard object-oriented alternative to proprietary development methodologies and tooling used to specify and implement most healthcare industry standards. There are three...,Incubating,Eclipse Public License 1.0
modeling.mdt,Model Development Tools (MDT),eclipse.org,,,,http://www.eclipse.org/modeling/mdt/,"The Model Development Tools (MDT) container project focuses on big ""M"" modeling within the Modeling project. Its purpose is twofold: to provide an implementation of industry standard metamodels; and..",Incubating,Eclipse Public License 1.0
modeling.mdt.imm-releng,IMM Releng,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.mdt.imm-releng,,Archived,Eclipse Public License 1.0
modeling.mdt.xsd,Eclipse MDT XSD™ (XML Schema Definition),eclipse.org,,,,http://www.eclipse.org/modeling/mdt/?project=xsd,"This project has been merged into the Eclipse EMF project. Please see: https://projects.eclipse.org/projects/modeling.mdt.xsd/reviews/restructuring-and-termination-review
Eclipse XSD™ is a library...",Archived,Eclipse Public License 2.0
modeling.mmt,Model-to-Model Transformation (MMT),eclipse.org,,,,http://www.eclipse.org/mmt/,"Model-to-Model Transformation is a key aspect of Model-Driven Development (MDD).
The MMT project hosts Model-to-Model Transformation languages. Transformations are executed by transformation engines..",Archived,Eclipse Public License 1.0
modeling.modisco,Eclipse MoDisco,eclipse.org,,,,http://www.eclipse.org/MoDisco/,"Eclipse MoDisco provides an extensible framework to elaborate on model-driven solutions supporting software reverse engineering and modernization use cases such as technical migration, software...",Regular,Eclipse Public License 2.0
modeling.mwe,Eclipse Modeling Workflow Engine,eclipse.org,,,,http://www.eclipse.org/modeling/emft/?project=mwe,"The Modeling Workflow Engine™ (MWE) supports orchestration of different Eclipse modeling components to be executed within Eclipse as well as standalone. Based on a dependency injection framework, one.",Regular,Eclipse Public License 2.0
modeling.ocl,Eclipse OCL (Object Constraint Language),projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.ocl,"Eclipse OCL is an implementation of the Object Constraint Language (OCL) OMG standard for EMF-based models.
Classic OCL Ecore/UML
The Classic core OCL component provides the following capabilities to.",Regular,Eclipse Public License 2.0
modeling.omelet,Eclipse OMELET,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.omelet,The Eclipse Open Modeling Environment with Links for Extension by Transformation (OMELET) project aimed to provide the ability to integrate the increasingly wide variety of modeling transformation...,Archived,Eclipse Public License 1.0
modeling.papyrus,Eclipse Papyrus,eclipse.org,,,,https://www.eclipse.org/papyrus/,"Eclipse Papyrus® provides an integrated, user-consumable environment for editing any kind of EMF model and particularly supporting UML and related modeling languages such as SysML and MARTE. Papyrus..",Regular,Eclipse Public License 2.0
modeling.papyrus-rt,Eclipse Papyrus for Real Time (Papyrus-RT),eclipse.org,,,,https://www.eclipse.org/papyrus-rt,"Eclipse Papyrus-RT is an industrial-grade, complete modeling environment for the development of complex, software intensive, real-time, embedded, cyber-physical systems.
The initial version of Papyrus",Archived,Eclipse Public License 1.0
modeling.papyrus-xtuml,Eclipse Papyrus for xtUML,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.papyrus-xtuml,"Eclipse Papyrus-xtUML is a tool which supplies the capability to edit, execute and translate xtUML models.  Executable, translatable UML (xtUML) is an extension to UML based upon the Shlaer-Mellor...",Archived,Apache Software License 2.0
modeling.pmf,Eclipse PMF,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.pmf,"Eclipse PMF focuses in fact on high level presentation modeling concepts on GUI by ignoring the displaying technology artifacts such as appearence, layouts and data binding support. It allows each...",Archived,Eclipse Public License 1.0
modeling.poosl,Eclipse POOSL,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.poosl,"Eclipse POOSL (Parallel Object-Oriented Specification Language, https://www.es.ele.tue.nl/premadona/publications/TFGHPV07.pdf) and the accompanying tools offer a general purpose method for describing.",Incubating,Eclipse Public License 2.0
modeling.qvt-oml,Eclipse QVT Operational,eclipse.org,,,,http://www.eclipse.org/mmt/qvto,"The Eclipse QVT Operational component is an implementation of the Operational Mappings Language defined by Meta Object Facility™ (MOF™) 2.0 Query/View/Transformation™ (QVT). In long term, it aims to..",Regular,Eclipse Public License 2.0
modeling.qvtd,Eclipse QVTd (QVT Declarative),eclipse.org,,,,http://www.eclipse.org/mmt/qvtd,The Eclipse QVT Declarative (QVTd) component is a partial implementation of the Core (QVTc) and Relations (QVTr) Languages defined by the OMG standard specification (MOF) 2.0 Query/View/Transformation,Incubating,Eclipse Public License 2.0
modeling.rmf,Eclipse Requirements Modeling Framework™,eclipse.org,,,,http://www.eclipse.org/rmf,"The Eclipse Requirements Framework™ provides a reference implementation of the Requirements Interchange Format (ReqIF), including a GUI (ProR).",Incubating,Eclipse Public License 1.0
modeling.sirius,Eclipse Sirius,eclipse.dev,,,,https://eclipse.dev/sirius/,"Eclipse Sirius enables the specification of a modeling workbench in terms of graphical, table or tree editors with validation rules and actions using declarative descriptions.
All shape...",Regular,Eclipse Public License 2.0
modeling.smartmdsd,Eclipse SmartMDSD™,projects.eclipse.org,eclipse-archived/smartmdsd,,,https://projects.eclipse.org/projects/modeling.smartmdsd,This Eclipse SmartMDSD™ provides an Eclipse-based Integrated Development Environment (IDE) for robotics software development. The SmartMDSD Toolchain provides support and guidance to apply best...,Archived,Eclipse Public License 2.0
modeling.syson,Eclipse SysON,mbse-syson.org,,,,https://mbse-syson.org/,"The Eclipse SysON project provides an open-source web-based tooling to edit SysML v2 models. It includes a set of editors (graphical, textual, form-based, etc.) enabling users to build the various...",Incubating,Eclipse Public License 2.0
modeling.teneo,Eclipse Teneo - Relational Database Integration,wiki.eclipse.org,,,,http://wiki.eclipse.org/Teneo,Teneo is a database persistency solution for EMF using Hibernate or EclipseLink. It supports automatic creation of EMF to Relational Mappings. EMF Objects can be stored and retrieved using advanced...,Archived,Eclipse Public License 1.0
modeling.tmf-unpublished,Eclipse Textual Modeling Framework,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.tmf-unpublished,"The Eclipse Textual Modeling Framework is an umbrella project for textual modeling frameworks at Eclipse. It contains two concrete projects:

Xtext
TCS (currently inactive)

Please refer to the...",Archived,Eclipse Public License 2.0
modeling.tmodeler,Eclipse TModeler,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.tmodeler,"The Eclipse TModeler project delivers an open-source suite of three interoperable components designed to support secure, decentralized, and model-driven software development:
- TModeler : a multi...",Incubating,Apache Software License 2.0
modeling.uml2,Eclipse UML2,projects.eclipse.org,,,,https://projects.eclipse.org/projects/modeling.uml2,"Eclipse UML2 is an EMF-based implementation of the UML™ 2.x metamodel for the Eclipse platform.
(Historically this project has often been referred to as MDT UML2.)",Regular,Eclipse Public License 2.0
modeling.umlgen,Eclipse UML Generators,eclipse.org,,,,http://eclipse.org/umlgen/,Eclipse UML Generators Project provides components that automatically bridge the gap between UML models and source code. Either by extracting data from UML models (and UML profiles or decoration...,Archived,Eclipse Public License 1.0
