name,domain,homepage_url,github_repo,ecosystem,package,repo_url,maturity,category,subcategory,description,accepted,fetched_at
SuperEdge,superedge.io,https://superedge.io/,superedge/superedge,,,https://github.com/superedge/superedge,archived,Provisioning,Automation & Configuration,An edge-native container management system for edge computing,2021-09-14,2026-06-29T23:07:14+00:00
Telepresence,telepresence.io,https://www.telepresence.io/,telepresenceio/telepresence,,,https://github.com/telepresenceio/telepresence,sandbox,App Definition and Development,Application Definition & Image Build,,2018-05-15,2026-06-29T23:07:14+00:00
Teller,tlr.dev,https://tlr.dev,tellerops/teller,,,https://github.com/tellerops/teller,archived,Provisioning,Key Management,,2022-04-26,2026-06-29T23:07:14+00:00
Thanos,thanos.io,https://thanos.io/,thanos-io/thanos,,,https://github.com/thanos-io/thanos,incubating,Observability and Analysis,Observability,,2019-07-14,2026-06-29T23:07:14+00:00
The Update Framework (TUF),theupdateframework.github.io,https://theupdateframework.github.io/,theupdateframework/python-tuf,,,https://github.com/theupdateframework/python-tuf,graduated,Provisioning,Security & Compliance,,2017-10-24,2026-06-29T23:07:14+00:00
TiKV,tikv.org,https://tikv.org,tikv/tikv,,,https://github.com/tikv/tikv,graduated,App Definition and Development,Database,"A distributed transactional key-value database. Based on the design of Google Spanner and HBase, but simpler to manage and without dependencies on any distributed filesystem",2018-08-28,2026-06-29T23:07:14+00:00
Tinkerbell,tinkerbell.org,https://tinkerbell.org/,tinkerbell/tinkerbell,,,https://github.com/tinkerbell/tinkerbell,sandbox,Provisioning,Automation & Configuration,,2020-11-10,2026-06-29T23:07:14+00:00
Tokenetes,tokenetes.io,https://tokenetes.io/,tokenetes/tokenetes,,,https://github.com/tokenetes/tokenetes,sandbox,Provisioning,Security & Compliance,Tokenetes implements Transaction Tokens (TraTs) for microservices call chains.  It's a Kubernetes-native framework providing immutable identity and context in  service-to-service communication to prev,2025-01-21,2026-06-29T23:07:14+00:00
Tremor,tremor.rs,https://www.tremor.rs/,tremor-rs/tremor-runtime,,,https://github.com/tremor-rs/tremor-runtime,sandbox,App Definition and Development,Streaming & Messaging,,2020-09-08,2026-06-29T23:07:14+00:00
Trickster,trickstercache.org,https://trickstercache.org,trickstercache/trickster,,,https://github.com/trickstercache/trickster,sandbox,Observability and Analysis,Observability,,2021-03-30,2026-06-29T23:07:14+00:00
urunc,urunc.io,https://urunc.io/,urunc-dev/urunc,,,https://github.com/urunc-dev/urunc,sandbox,Runtime,Container Runtime,"A CRI-compatible runtime for running unikernels and application kernels as containers.  urunc bridges the gap between unikernels and containerized environments, enabling seamless  integration with clo",2025-05-22,2026-06-29T23:07:14+00:00
Velero,velero.io,https://velero.io,velero-io/velero,,,https://github.com/velero-io/velero,sandbox,Runtime,Cloud Native Storage,,2026-03-11,2026-06-29T23:07:14+00:00
Vineyard,v6d.io,https://v6d.io,v6d-io/v6d,,,https://github.com/v6d-io/v6d,sandbox,Runtime,Cloud Native Storage,Vineyard (v6d) is an in-memory immutable data manager.,2021-04-28,2026-06-29T23:07:14+00:00
Virtual Kubelet,virtual-kubelet.io,https://virtual-kubelet.io/,virtual-kubelet/virtual-kubelet,,,https://github.com/virtual-kubelet/virtual-kubelet,sandbox,Runtime,Container Runtime,,2018-12-04,2026-06-29T23:07:14+00:00
Visual Studio Code Kubernetes Tools,marketplace.visualstudio.com,https://marketplace.visualstudio.com/items?itemName=ms-kubernetes-tools.vscode-kubernetes-tools,vscode-kubernetes-tools/vscode-kubernetes-tools,,,https://github.com/vscode-kubernetes-tools/vscode-kubernetes-tools,sandbox,App Definition and Development,Application Definition & Image Build,The extension for developers building applications to run in Kubernetes clusters and for DevOps staff troubleshooting Kubernetes applications.,2021-11-09,2026-06-29T23:07:14+00:00
Vitess,vitess.io,https://vitess.io/,vitessio/vitess,,,https://github.com/vitessio/vitess,graduated,App Definition and Development,Database,"MySQL-compatible, horizontally scalable, cloud-native database solution.",2018-02-05,2026-06-29T23:07:14+00:00
Volcano,volcano.sh,https://volcano.sh/,volcano-sh/volcano,,,https://github.com/volcano-sh/volcano,incubating,Orchestration & Management,Scheduling & Orchestration,,2020-04-09,2026-06-29T23:07:14+00:00
wasmCloud,wasmcloud.com,https://wasmcloud.com,wasmCloud/wasmCloud,,,https://github.com/wasmCloud/wasmCloud,incubating,Orchestration & Management,Scheduling & Orchestration,,2021-07-13,2026-06-29T23:07:14+00:00
WasmEdge Runtime,wasmedge.org,https://wasmedge.org/,WasmEdge/WasmEdge,,,https://github.com/WasmEdge/WasmEdge,sandbox,Runtime,Container Runtime,,2021-04-28,2026-06-29T23:07:14+00:00
werf,werf.io,https://werf.io/,werf/werf,,,https://github.com/werf/werf,sandbox,App Definition and Development,Continuous Integration & Delivery,"werf is a solution for implementing efficient and consistent software delivery to Kubernetes. It covers the entire CI/CD lifecycle and all related artifacts, glues commonly used tools (Git, Docker/Bui",2022-12-13,2026-06-29T23:07:14+00:00
Xline,xline.cloud,https://www.xline.cloud,xline-kv/Xline,,,https://github.com/xline-kv/Xline,archived,Orchestration & Management,Coordination & Service Discovery,"Xline is a high-performance geo-distributed metadata management system, which is compatible with the ETCD interface.",2023-06-30,2026-06-29T23:07:14+00:00
xRegistry,xregistry.io,https://xregistry.io,xregistry/server,,,https://github.com/xregistry/server,sandbox,App Definition and Development,Application Definition & Image Build,"The xRegistry project defines an abstract model for managing metadata about resources and provides a REST-based interface to discover, create, modify and delete those resources.",2025-06-05,2026-06-29T23:07:14+00:00
youki,youki-dev.github.io,https://youki-dev.github.io/youki/,youki-dev/youki,,,https://github.com/youki-dev/youki,sandbox,Runtime,Container Runtime,,2024-10-17,2026-06-29T23:07:14+00:00
zot,zotregistry.dev,https://zotregistry.dev/,project-zot/zot,,,https://github.com/project-zot/zot,sandbox,Provisioning,Container Registry,Zot is an OCI-native container registry for distributing container images and OCI artifacts.,2022-12-13,2026-06-29T23:07:14+00:00
