name,domain,homepage_url,github_repo,ecosystem,package,repo_url,category,subcategory,description,license,accepted,fetched_at
LF Japan,linuxfoundation.jp,https://www.linuxfoundation.jp/,,,,,Projects,All,LF Japan supports local collaboration and working groups for the Japenese open source community.,,2003-01-01,2026-06-29T23:07:34+00:00
LF Networking (LFN),lfnetworking.org,https://www.lfnetworking.org/,,,,,Projects,All,"Network transformation creates an opportunity for the industry to take advantage of open source, open technology, choice, and cloud economics. LFN software and projects provide platforms and building ",TBD / NA,2018-01-26,2026-06-29T23:07:34+00:00
"LF Projects, LLC",lfprojects.org,https://lfprojects.org/,A-PCC-SeriesLLC-LFProject-LLC-Child/Repo001,,,https://github.com/A-PCC-SeriesLLC-LFProject-LLC-Child/Repo001,Projects,All,"LF Projects, LLC is a Delaware series limited liability company (“LF Projects”). Projects of LF Projects (“Projects”) are established as separate ‘series’ of LF Projects",,2017-07-12,2026-06-29T23:07:34+00:00
Lifecycle SIG,github.com,https://github.com/OAI/sig-lifecycle,OAI/sig-lifecycle,,,https://github.com/OAI/sig-lifecycle,Projects,All,SIG focused on defining the API lifecycle around an API being developed using OAS.,Apache-2.0,2024-11-05,2026-06-29T23:07:34+00:00
Lima,github.com,https://github.com/lima-vm/lima,lima-vm/lima,,,https://github.com/lima-vm/lima,Projects,All,"""Lima provides Linux virtual machines for running containerd and Kubernetes on macOS, with automatic host file system sharing and port forwarding.
Aside from macOS, Lima is known to work on Linux and ",Apache-2.0,2022-09-13,2026-06-29T23:07:34+00:00
Lineth,github.com,https://github.com/LFDT-Lineth,LFDT-Lineth/lineth-monorepo,,,https://github.com/LFDT-Lineth/lineth-monorepo,Projects,All,"The mission of the Project is to develop and maintain the Lineth Stack — a complete, open-source, EVM-equivalent ZK rollup protocol stack — enabling scalable, low-cost, and cryptographically secure La",Apache-2.0,2026-05-04,2026-06-29T23:07:34+00:00
Linkerd,linkerd.io,https://linkerd.io/,linkerd/linkerd2,,,https://github.com/linkerd/linkerd2,Projects,All,"Linkerd is a service mesh for Kubernetes and other frameworks. It makes running services easier and safer by giving you runtime debugging, observability, reliability, and security—all without requirin",Apache-2.0,2017-01-23,2026-06-29T23:07:34+00:00
Linux Distributions Working Group,wiki.openmainframeproject.org,https://wiki.openmainframeproject.org/display/LinuxDistrosWG/Linux+Distributions+Working+Group,,,,,Projects,All,The purpose of this working group is to oversee the health and maintenance of the s390x port of various Linux distributions to ensure that the s390x port remains a supported architecture for them all.,,2021-06-10,2026-06-29T23:07:34+00:00
Linux Foundation Europe,linuxfoundation.eu,https://linuxfoundation.eu/,,,,,Projects,All,Linux Foundation Europe is the entity for collaboration focused within the European Union.,,2020-05-11,2026-06-29T23:07:34+00:00
Linux Vendor Firmware Service (LVFS),fwupd.org,https://fwupd.org/,fwupd/lvfs-website,,,https://github.com/fwupd/lvfs-website,Projects,All,The Linux Vendor Firmware Service is a secure portal which allows hardware vendors to upload firmware updates. This site is used by all major Linux distributions to provide metadata for clients such a,TBD / NA,2018-06-19,2026-06-29T23:07:34+00:00
LinuxBoot,linuxboot.org,https://www.linuxboot.org/,linuxboot/book,,,https://github.com/linuxboot/book,Projects,All,LinuxBoot is a firmware for modern servers that replaces specific firmware functionality like the UEFI DXE phase with a Linux kernel and runtime. LinuxBoot uses a proven approach for almost 20 years i,,2018-01-25,2026-06-29T23:07:34+00:00
Liquid Prep,liquidprep.org,https://www.liquidprep.org/,Call-for-Code/Liquid-Prep,,,https://github.com/Call-for-Code/Liquid-Prep,Projects,All,Liquid Prep offers an end-to-end solution for farmers looking to optimize their water usage; especially during times of drought. It is specially designed for low-literate farmers in developing countri,Apache-2.0,2021-03-18,2026-06-29T23:07:34+00:00
LISP Flow Mapping,wiki.opendaylight.org,https://wiki.opendaylight.org/display/ODL/LISP+Flow+Mapping,,,,,Projects,All,"Locator ID Separation Protocol (LISP) is a technology that provides a flexible map-and-encap framework that can be used for overlay network applications, such as data center network virtualization, an",,2013-07-13,2026-06-29T23:07:34+00:00
LitmusChaos,litmuschaos.io,https://litmuschaos.io/,litmuschaos/litmus,,,https://github.com/litmuschaos/litmus,Projects,All,Litmus is one of the most promising open source chaos engineering frameworks that takes into account proper chaos engineering principles while providing autonomy and extensibility to the users.,,2020-06-23,2026-06-29T23:07:34+00:00
Loaders.gl,loaders.gl,https://loaders.gl/,,,,,Projects,All,Loaders for big data visualization.,,2021-08-04,2026-06-29T23:07:34+00:00
Lockness,hyperledger.org,http://www.hyperledger.org/,,,,,Projects,All,"The mission of the Project is to establish an ecosystem for key management protocols including key generation algorithms, digital signatures and data storage environments for any type of cryptography.",Apache-2.0,2025-12-11,2026-06-29T23:07:34+00:00
Lodash,lodash.com,https://lodash.com/,lodash/lodash,,,https://github.com/lodash/lodash,Projects,All,"A modern JavaScript utility library delivering modularity, performance & extras.",,2019-03-12,2026-06-29T23:07:34+00:00
Logging Enhancements,wiki.onap.org,https://wiki.onap.org/x/iJBk,,,,,Projects,All,"ONAP logging is intended to support operability, debugging and reporting on ONAP.",,2017-06-29,2026-06-29T23:07:34+00:00
Logging Operator,github.com,https://github.com/kube-logging,kube-logging/logging-operator,,,https://github.com/kube-logging/logging-operator,Projects,All,The Logging Operator streamlines the deployment and configuration of a Kubernetes logging pipeline.,Apache-2.0,2023-09-19,2026-06-29T23:07:34+00:00
Long-Term Support Initiative (LTSI),ltsi.linuxfoundation.org,https://ltsi.linuxfoundation.org/,,,,http://git.linuxfoundation.org/?p=ltsi-kernel.git;a%3Dsummary,Projects,All,The LTSI is an ecosystem-wide collaborative project to create and maintain long-term sustainable kernel for the industry that contains additional features such as cutting edge device support as well a,,2011-10-25,2026-06-29T23:07:34+00:00
Longhorn,longhorn.io,https://longhorn.io/,longhorn/longhorn,,,https://github.com/longhorn/longhorn,Projects,All,Cloud native distributed block storage for Kubernetes,Apache-2.0,2019-10-11,2026-06-29T23:07:34+00:00
Loopback,loopback.io,https://loopback.io/,,,,,Projects,All,LoopBack is a popular Node.js framework for API creation and a platform to build large-scale Node.js applications using proven patterns with TypeScript and with support for SOAP and enterprise databas,,2021-06-01,2026-06-29T23:07:34+00:00
Lottie Animation Community,lottiefiles.com,https://lottiefiles.com/community,lottie/lottie-spec,,,https://github.com/lottie/lottie-spec,Projects,All,"LottieFiles Community is a space for you to connect with developers, designers, and creators from all over the world.",MIT,2021-06-21,2026-06-29T23:07:34+00:00
LoxiLB,github.com,https://github.com/loxilb-io/,loxilb-io/loxilb,,,https://github.com/loxilb-io/loxilb,Projects,All,eBPF based cloud-native external load-balancer for 5G/6G/MEC,Apache-2.0,2024-08-22,2026-06-29T23:07:34+00:00
LTTng,lttng.org,https://lttng.org/,lttng/lttng-tools,,,https://github.com/lttng/lttng-tools,Projects,All,LTTng is an open source tracing framework for Linux.,,2015-08-19,2026-06-29T23:07:34+00:00
Ludwig,ludwig-ai.github.io,https://ludwig-ai.github.io/ludwig-docs/,ludwig-ai/ludwig,,,https://github.com/ludwig-ai/ludwig,Projects,All,"Ludwig is an open-source, declarative machine learning framework that makes it easy to define deep learning pipelines with a simple and flexible data-driven configuration system. Ludwig is a low-code ",,2020-06-15,2026-06-29T23:07:34+00:00
Luigi,luigi-project.io,https://luigi-project.io/,luigi-project/luigi,,,https://github.com/luigi-project/luigi,Projects,All,"Luigi was first introduced as an open source project in 2018, together with kyma.
Key features include:
Modular architecture: Breaks down monolithic apps into smaller, manageable UI modules.
Extensibi",Apache-2.0,2025-12-02,2026-06-29T23:07:34+00:00
Luma.gl,luma.gl,https://luma.gl/,,,,,Projects,All,High-performance toolkit for WebGL-based data visualization.,,2021-08-06,2026-06-29T23:07:34+00:00
Lura Project,luraproject.org,https://luraproject.org/,luraproject/lura,,,https://github.com/luraproject/lura,Projects,All,"Lura Project is a stateless, distributed, high-performance API Gateway that helps you effortlessly adopt microservices.",Apache-2.0,2021-04-14,2026-06-29T23:07:34+00:00
Machine Learning eXchange (MLX),ml-exchange.org,https://ml-exchange.org/,machine-learning-exchange/mlx,,,https://github.com/machine-learning-exchange/mlx,Projects,All,"The mission of the Project is to design and implement an open source Data and AI Assets Catalog and Execution Engine that allows the uploading, registration, execution, and deployment of AI pipelines ",,2021-06-23,2026-06-29T23:07:34+00:00
Magma,magmacore.dev,https://magmacore.dev/,,,,,Projects,All,Magma is an open source platform that gives network operators a flexible and extendable mobile core network solution.,,2021-01-26,2026-06-29T23:07:34+00:00
Magma Fund,magmacore.dev,https://magmacore.dev/,,,,,Projects,All,Magma is an open source platform that gives network operators a flexible and extendable mobile core network solution.,,2021-04-21,2026-06-29T23:07:34+00:00
Mainframe Open Education,openmainframeproject.org,https://www.openmainframeproject.org/projects/mainframeopeneducation,openmainframeproject/omp-education,,,https://github.com/openmainframeproject/omp-education,Projects,All,"The Project's mission is to provide an open-source platform for mainframe users to develop essential skills for future hires and to encourage knowledge sharing
and community contribution. We aim to al",Apache-2.0,2024-07-16,2026-06-29T23:07:34+00:00
Mainframe Software Hub for Linux,mainframesoftwarehubforz.org,https://mainframesoftwarehubforz.org/,linuxonzapps/docs,,,https://github.com/linuxonzapps/docs,Projects,All,The mission of the Project is to provide open source packages not available in distribution repositories or community-provided packages for easy consumption.,Apache-2.0,2025-07-02,2026-06-29T23:07:34+00:00
ManaTEE,github.com,https://github.com/tiktok-privacy-innovation/PrivacyGo-DataCleanRoom,tiktok-privacy-innovation/PrivacyGo-DataCleanRoom,,,https://github.com/tiktok-privacy-innovation/PrivacyGo-DataCleanRoom,Projects,All,ManaTEE is an open-source project for easily building and deploying data collaboration framework to the cloud using trusted execution environments (TEEs). It allows users to easily collaborate on priv,Apache-2.0,2024-09-26,2026-06-29T23:07:34+00:00
Margo,margo.org,https://margo.org/,,,,,Projects,All,"Margo's mission is to achieve edge-based interoperability across automation vendors, system integrators and platform providers, enabling users to manage the life-cycle of industrial solutions at scale",MIT,2024-04-15,2026-06-29T23:07:34+00:00
Marko,markojs.com,https://markojs.com/,marko-js/marko,,,https://github.com/marko-js/marko,Projects,All,"A declarative, HTML-based language that makes building web apps fun",,2019-03-12,2026-06-29T23:07:34+00:00
Marquez,marquezproject.ai,https://marquezproject.ai/,,,,,Projects,All,"Marquez is an open source metadata service for the collection, aggregation, and visualization of a data ecosystem’s metadata. It maintains the provenance of how datasets are consumed and produced, pro",Apache-2.0,2020-05-20,2026-06-29T23:07:34+00:00
MaterialX,materialx.org,https://www.materialx.org/,AcademySoftwareFoundation/MaterialX,,,https://github.com/AcademySoftwareFoundation/MaterialX,Projects,All,"MaterialX addresses the need for a common, open standard to represent the data values and relationships required to transfer the complete look of a computer graphics model from one application or rend",Apache-2.0,2021-09-15,2026-06-29T23:07:34+00:00
MAVLink,mavlink.io,https://mavlink.io/,mavlink/qgroundcontrol,,,https://github.com/mavlink/qgroundcontrol,Projects,All,MAVLink is a very lightweight messaging protocol for communicating with drones (and between onboard drone components).,,2014-10-06,2026-06-29T23:07:34+00:00
MAVSDK,mavlink.io,https://mavlink.io/,mavlink/MAVSDK,,,https://github.com/mavlink/MAVSDK,Projects,All,"In order to support multiple programming languages, MAVSDK implements a gRPC server in C++ which allows clients in different programming languages to connect to. The API is defined by the proto IDL (p",,2019-07-17,2026-06-29T23:07:34+00:00
MD-SAL,wiki.opendaylight.org,https://wiki.opendaylight.org/display/ODL/MD-SAL,,,,,Projects,All,The Model-Driven Service Adaptation Layer (MD-SAL) is message-bus inspired extensible middleware component that provides messaging and data storage functionality based on data and interface models def,,2014-04-17,2026-06-29T23:07:34+00:00
mDL Implementation in JavaScript,github.com,https://github.com/openwallet-foundation-labs/mdl-js,openwallet-foundation-labs/mdl-js,,,https://github.com/openwallet-foundation-labs/mdl-js,Projects,All,The mission of the Project is to develop an implementation of the ISO 18013-5:2021 (mDL) specification in Javascript.,Apache-2.0,2024-09-10,2026-06-29T23:07:34+00:00
MedCreds,medcreds.com,https://medcreds.com/,LFPH-Medcreds/medcreds-api,,,https://github.com/LFPH-Medcreds/medcreds-api,Projects,All,"The mission of the Project is to unlock healthcare data providing patients with mobility, access, and choice, as well as to accelerate global recovery from the COVID-19 pandemic by implementing the Go",,2021-05-14,2026-06-29T23:07:34+00:00
Meshery,meshery.io,https://meshery.io/,meshery/meshery,,,https://github.com/meshery/meshery,Projects,All,"Lifecycle, performance, and configuration management across any service mesh.",Apache-2.0,2021-06-22,2026-06-29T23:07:34+00:00
messageformat,messageformat.github.io,https://messageformat.github.io/messageformat/,messageformat/messageformat,,,https://github.com/messageformat/messageformat,Projects,All,"Using messageformat, you can separate your code from your text formatting, while enabling much more humane expressions.",,2019-03-12,2026-06-29T23:07:34+00:00
MessageML Utilities,github.com,https://github.com/symphonyoss/messageml-utils,symphonyoss/messageml-utils,,,https://github.com/symphonyoss/messageml-utils,Projects,All,MessageML parser,,2020-06-30,2026-06-29T23:07:34+00:00
MetalLB,github.com,https://github.com/metallb/metallb,metallb/metallb,,,https://github.com/metallb/metallb,Projects,All,"MetalLB is a load-balancer implementation for bare metal Kubernetes clusters, using standard routing protocols.",Apache-2.0,2021-09-14,2026-06-29T23:07:34+00:00
Microcks,github.com,https://github.com/microcks/microcks,microcks/microcks,,,https://github.com/microcks/microcks,Projects,All,The Kubernetes-Native multi-protocol open source enterprise testing and mocking API solution.,Apache-2.0,2023-06-22,2026-06-29T23:07:34+00:00
Microservices Bus (MSB),wiki.onap.org,https://wiki.onap.org/x/VZlk,,,,,Projects,All,"MSB(Microservices Bus) is an ONAP(Open Network Automation Platform) project that provides key infrastructure functionalities to support ONAP Microservice Architecture(OMSA), which includes:

Provides ",,2017-06-08,2026-06-29T23:07:34+00:00
Milvus,milvus.io,https://milvus.io/,milvus-io/milvus,,,https://github.com/milvus-io/milvus,Projects,All,"As an open source vector similarity search engine, Milvus is easy-to-use, highly reliable, scalable, robust, and blazing fast. Adopted by over 100 organizations and institutions worldwide, Milvus empo",Apache-2.0,2020-03-19,2026-06-29T23:07:34+00:00
Minicoredumper,diamon.org,https://diamon.org/,,,,http://git.linuxfoundation.org/?p=diamon/minicoredumper.git;,Projects,All,Generate minimal and customized core dump files on Linux.,,2015-08-19,2026-06-29T23:07:34+00:00
Minokawa,github.com,https://github.com/lfdt-minokawa,LFDT-Minokawa/compact,,,https://github.com/LFDT-Minokawa/compact,Projects,All,This is the contribution of the Compact framework from Shielded Technologies.,Apache-2.0,2025-12-05,2026-06-29T23:07:34+00:00
Mirage OS,xenproject.org,https://xenproject.org/developers/teams/mirage-os/,mirage/mirage,,,https://github.com/mirage/mirage,Projects,All,"MirageOS is a library operating system that constructs unikernels for secure, high-performance network applications across a variety of cloud computing and mobile platforms.",,2013-12-01,2026-06-29T23:07:34+00:00
MLflow,mlflow.org,https://www.mlflow.org/,mlflow/mlflow,,,https://github.com/mlflow/mlflow,Projects,All,"MLflow is an open source platform to manage the ML lifecycle, including experimentation, reproducibility, deployment, and a central model registry.",Apache-2.0,2020-06-02,2026-06-29T23:07:34+00:00
Mobile Native Foundation,mobilenativefoundation.org,https://mobilenativefoundation.org/,MobileNativeFoundation/Store,,,https://github.com/MobileNativeFoundation/Store,Projects,All,The mission of the Project is to collaborate on and improve processes and technologies related to rapidly and regularly shipping large-scale native Android and iOS applications built by large developm,Apache-2.0,2020-10-15,2026-06-29T23:07:34+00:00
Mocha,mochajs.org,https://mochajs.org/,mochajs/mocha,,,https://github.com/mochajs/mocha,Projects,All,"Mocha is a feature-rich JavaScript test framework running on Node.js and in the browser, making asynchronous testing simple and fun.",,2019-03-12,2026-06-29T23:07:34+00:00
Model Context Protocol,github.com,https://github.com/modelcontextprotocol,modelcontextprotocol/modelcontextprotocol,,,https://github.com/modelcontextprotocol/modelcontextprotocol,Projects,All,Model Context Protocol (MCP) is a protocol for seamless integration between LLM applications and external data sources.,Apache-2.0,2025-12-03,2026-06-29T23:07:34+00:00
ModelPack,github.com,https://github.com/CloudNativeAI/model-spec,CloudNativeAI/model-spec,,,https://github.com/CloudNativeAI/model-spec,Projects,All,"The mission of the Project is to establish open standards for packaging, distributing and running AI artifacts in a cloud-native environment.",Apache-2.0,2025-07-09,2026-06-29T23:07:34+00:00
Modules,envmodules.io,https://www.envmodules.io/,envmodules/modules,,,https://github.com/envmodules/modules,Projects,All,The mission of the Project is to enable dynamic shell environment management by users with the goal of simplifying access and use of software stacks and environment configurations.,Other,2025-09-04,2026-06-29T23:07:34+00:00
MOJA Global Project,moja.global,https://moja.global/,moja-global/About_moja_global,,,https://github.com/moja-global/About_moja_global,Projects,All,moja global provides tools for estimating emissions and removals of greenhouse gases through the land sector.,,2016-10-25,2026-06-29T23:07:34+00:00
Moment,momentjs.com,https://momentjs.com/,moment/luxon,,,https://github.com/moment/luxon,Projects,All,"A lightweight JavaScript date library for parsing, validating, manipulating, and formatting dates.",,2019-03-12,2026-06-29T23:07:34+00:00
monocle,okahu.ai,https://www.okahu.ai/,monocle2ai/monocle,,,https://github.com/monocle2ai/monocle,Projects,All,The mission of the Project is to develop a domain specific tracing framework for monitoring code used to build Generative AI applications.,Apache-2.0,2024-08-05,2026-06-29T23:07:34+00:00
Moon,wiki.anuket.io,https://wiki.anuket.io/x/9QgB,moon/meteor-fixtures,,,https://github.com/moon/meteor-fixtures,Projects,All,,,2015-06-10,2026-06-29T23:07:34+00:00
MoonRay,openmoonray.org,https://www.openmoonray.org/,dreamworksanimation/openmoonray,,,https://github.com/dreamworksanimation/openmoonray,Projects,All,develop a state-of-the-art production MCRT renderer,Apache-2.0,2026-03-10,2026-06-29T23:07:34+00:00
Moonwalk SIG,github.com,https://github.com/OAI/sig-moonwalk,OAI/sig-moonwalk,,,https://github.com/OAI/sig-moonwalk,Projects,All,Focused on creating the next major version of OpenAPI.,Apache-2.0,2024-11-05,2026-06-29T23:07:34+00:00
Morphir,morphir.finos.org,https://morphir.finos.org/,finos/morphir,,,https://github.com/finos/morphir,Projects,All,A multi-language system and data format to work with pure business knowledge,,2020-06-30,2026-06-29T23:07:34+00:00
Multi VIM/Cloud,wiki.onap.org,https://wiki.onap.org/x/SZlk,,,,,Projects,All,"Multi-VIM/Cloud project aims to enable ONAP to deploy and run on multiple infrastructure environments, for example, OpenStack and its different distributions (e.g. vanilla OpenStack, Wind River, etc..",,2017-06-08,2026-06-29T23:07:34+00:00
Multi-format VC for iOS,github.com,https://github.com/openwallet-foundation-labs/multiformat-vc-ios,openwallet-foundation-labs/multiformat-vc-ios,,,https://github.com/openwallet-foundation-labs/multiformat-vc-ios,Projects,All,The mission of the Project is to develop a Pure Swift package for creating Verifiable Credentials (VCs) in multiple formats.,Apache-2.0,2025-03-07,2026-06-29T23:07:34+00:00
Multi-site State Coordination Service (MUSIC),wiki.onap.org,https://wiki.onap.org/x/IQElAQ,,,,,Projects,All,Multi-site State Coordination Service - ONAP service that provides a scalable shared eventually-consistent data-store (Cassandra) wherein the access to the keys can be protected using a locking servic,,2018-01-16,2026-06-29T23:07:34+00:00
Multipaz,github.com,https://github.com/openwallet-foundation/multipaz,openwallet-foundation/multipaz,,,https://github.com/openwallet-foundation/multipaz,Projects,All,The mission of the Project is to develop libraries and reference applications for working with real-world identity.,Apache-2.0,2025-03-07,2026-06-29T23:07:34+00:00
NativeScript,nativescript.org,https://nativescript.org/,NativeScript/NativeScript,,,https://github.com/NativeScript/NativeScript,Projects,All,"NativeScript empowers you to 
access native api's from JavaScript directly.",,2020-12-07,2026-06-29T23:07:34+00:00
NATS,nats.io,https://nats.io/,nats-io/nats-server,,,https://github.com/nats-io/nats-server,Projects,All,"NATS.io is a simple, secure and high performance open source messaging system for cloud native applications, IoT messaging, and microservices architectures.",Apache-2.0,2018-03-15,2026-06-29T23:07:34+00:00
NeoNephos Foundation,neonephos.org,https://neonephos.org/,neonephos/community,,,https://github.com/neonephos/community,Projects,All,"NeoNephos, part of Linux Foundation Europe, provides a sustainable, shared development model for projects of the cloud-edge continuum and offers collaborative potential for higher adoption. By being o",TBD / NA,2025-03-31,2026-06-29T23:07:34+00:00
Nephio Project,nephio.org,https://nephio.org/,nephio-project/nephio,,,https://github.com/nephio-project/nephio,Projects,All,"The mission of the Project is delivers a carrier-grade, simple, open, Kubernetes-based cloud native automation solution which is intended to eliminate the need for out-of-band configuration management",Apache-2.0,2022-04-11,2026-06-29T23:07:34+00:00
NETCONF,wiki.opendaylight.org,https://wiki.opendaylight.org/display/ODL/NETCONF,,,,,Projects,All,The OpenDaylight documentation site acts as a central clearinghouse for OpenDaylight project and release documentation.,,2014-04-02,2026-06-29T23:07:34+00:00
Netdev Foundation,github.com,https://github.com/linux-netdev/foundation,linux-netdev/foundation,,,,Projects,All,"The purpose of the Netdev Foundation (the “Directed Fund”) is to raise, budget and spend funds in support of the support testing Linux networking, including testing of current and LTS kernel releases ",TBD / NA,2025-01-08,2026-06-29T23:07:34+00:00
NetVirt,wiki.opendaylight.org,https://wiki.opendaylight.org/display/ODL/NetVirt,,,,,Projects,All,"Cloud networks are similar to a virtual private network (VPN) because they enable users to securely access files, printers, applications, etc. from anywhere in the world, on any device. However, cloud",,2016-04-17,2026-06-29T23:07:34+00:00
Network Service Mesh,networkservicemesh.io,https://networkservicemesh.io/,networkservicemesh/site,,,https://github.com/networkservicemesh/site,Projects,All,"Network service mesh (NSM) adds the following properties to networking in Kubernetes:


Heterogeneous network configurations
Exotic protocols
Tunneling as a first-class citizen
Networking context as a",,2019-04-11,2026-06-29T23:07:34+00:00
Neural Network (NN) Streamer,nnstreamer.ai,https://nnstreamer.ai/,,,,,Projects,All,"? Neural Network (NN) Streamer, Stream Processing Paradigm for Neural Network Apps/Devices.",Other,2020-04-01,2026-06-29T23:07:34+00:00
Neutron Northbound,wiki.opendaylight.org,https://wiki.opendaylight.org/display/ODL/Neutron+Northbound,,,,,Projects,All,The Neutron service provides northbound API for OpenStack Neutron via RESTCONF and also its dedicated REST API. It communicates through its YANG model with providers.,,2015-02-12,2026-06-29T23:07:34+00:00
Newton,github.com,https://github.com/newton-physics,newton-physics/newton,,,https://github.com/newton-physics/newton,Projects,All,An open-source physics engine purpose-built for developing robots,Apache-2.0,2025-08-05,2026-06-29T23:07:34+00:00
Nexoedge,github.com,https://github.com/nexoedge/nexoedge,nexoedge/nexoedge,,,,Projects,All,The mission of the Project is to develop a unified cloud storage platform that leverages standard storage interfaces to edge applications over a diversity of cloud storage.,Apache-2.0,2023-10-16,2026-06-29T23:07:34+00:00
NFF-Go,dpdk.org,https://www.dpdk.org/hosted-projects/,intel-go/nff-go,,,https://github.com/intel-go/nff-go,Projects,All,NFF-Go is a framework built with the Google Go* programming language to allow developers to deploy applications much faster; it internally implements low-level optimizations and can auto-scale to mult,,2017-04-03,2026-06-29T23:07:34+00:00
NFVbench,wiki.anuket.io,https://wiki.anuket.io/x/_AcB,,,,,Projects,All,"The NFVbench project develops a toolkit that allows developers, integrators, testers and customers to measure and assess the L2/L3 forwarding performance of an NFV-infrastructure solution stack (i.e. ",,2017-04-12,2026-06-29T23:07:34+00:00
NMstate,github.com,https://github.com/nmstate/nmstate,nmstate/nmstate,,,https://github.com/nmstate/nmstate,Projects,All,develop a library with an accompanying command line tool that manages host networking settings in a declarative manner,Apache-2.0,2026-03-16,2026-06-29T23:07:34+00:00
NNTrainer,github.com,https://github.com/nntrainer,nntrainer/nntrainer,,,https://github.com/nntrainer/nntrainer,Projects,All,"develop a Software Framework to train neural network models on embedded devices which have relatively limited resources, which fine tunes the neural network model on device with user data for the pers",MIT,2026-01-12,2026-06-29T23:07:34+00:00
NODE Collective,nodecollective.org,https://www.nodecollective.org/,NODE-Collective/specification,,,https://github.com/NODE-Collective/specification,Projects,All,"National Open Data for Electrification (NODE) is an open data initiative dedicated to collaboratively sourcing, structuring, and maintaining a comprehensive and standardized dataset of every residenti",Apache-2.0,2024-11-11,2026-06-29T23:07:34+00:00
Node-RED,nodered.org,https://nodered.org/,node-red/node-red,,,https://github.com/node-red/node-red,Projects,All,"Node-RED is a programming tool for wiring together hardware devices, APIs and online services in new and interesting ways.",,2019-03-12,2026-06-29T23:07:34+00:00
Node.js,nodejs.org,https://nodejs.org/en/,nodejs/node,,,https://github.com/nodejs/node,Projects,All,Node.js® is a JavaScript runtime built on Chrome's V8 JavaScript engine.,,2019-03-12,2026-06-29T23:07:34+00:00
Notary,github.com,https://github.com/theupdateframework/notary,notaryproject/notation,,,https://github.com/notaryproject/notation,Projects,All,Notary is a project that allows anyone to have trust over arbitrary collections of data,Apache-2.0,2017-10-24,2026-06-29T23:07:34+00:00
nvm,nvm.sh,http://nvm.sh/,nvm-sh/nvm,,,https://github.com/nvm-sh/nvm,Projects,All,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,,2019-10-03,2026-06-29T23:07:34+00:00
O-RAN AI/ML Framework,wiki.o-ran-sc.org,https://wiki.o-ran-sc.org/pages/viewpage.action?pageId=57377181,,,,,Projects,All,"AI/ML workflow implementation for O-RAN environment. The project aims to provide dashboards, model training support, data handling features, adapters and SDKs.",,2022-08-18,2026-06-29T23:07:34+00:00
O-RAN Central Unit (OCU),wiki.o-ran-sc.org,https://wiki.o-ran-sc.org/x/GgAS,,,,,Projects,All,"The O-CU project provides reference implementation according to the O-RAN WG8 documents. In addition we provide the implementation of RRC SDAP PDCP and F1AP module and API between them.

Integrated eN",,2019-04-01,2026-06-29T23:07:34+00:00
O-RAN Distributed Unit High Layers (ODUHIGH),wiki.o-ran-sc.org,https://wiki.o-ran-sc.org/x/WQCS,,,,,Projects,All,Focus on initial L1 functional blocks based on seed code contributions.,,2019-04-01,2026-06-29T23:07:34+00:00
O-RAN Distributed Unit Low Layers (ODULOW),wiki.o-ran-sc.org,https://wiki.o-ran-sc.org/x/bIG5,,,,,Projects,All,Focus on initial L1 functional blocks based on seed code contributions.,,2019-04-01,2026-06-29T23:07:34+00:00
O-RAN Documentation (DOC),wiki.o-ran-sc.org,https://wiki.o-ran-sc.org/x/MgAS,,,,,Projects,All,,,2019-04-01,2026-06-29T23:07:34+00:00
O-RAN Infrastructure (INF),wiki.o-ran-sc.org,https://wiki.o-ran-sc.org/x/TgAS,,,,,Projects,All,Initial building blocks for infrastructure to run O-RAN NF components.,,2019-04-01,2026-06-29T23:07:34+00:00
O-RAN Integration and Testing (INT),wiki.o-ran-sc.org,https://wiki.o-ran-sc.org/x/LwAS,,,,,Projects,All,The integration and testing project focuses on integration and testing of software components developed by O-RAN Software Community.,,2019-04-01,2026-06-29T23:07:34+00:00
O-RAN Near Realtime RAN Intelligent Controller (RIC),wiki.o-ran-sc.org,https://wiki.o-ran-sc.org/x/CwAS,,,,,Projects,All,"Initial RIC Platform to support xAPPs with limited support for O1, A1, and E2 interfaces.",,2019-04-01,2026-06-29T23:07:34+00:00
O-RAN Non-Realtime RAN Intelligent Controller (NONRTRIC),wiki.o-ran-sc.org,https://wiki.o-ran-sc.org/x/UwE3,,,,,Projects,All,"Non-realtime RIC focus on feature functionality of A1-interface (consumer and provider), and closed-loop use cases. The NONRTRIC project will also work together with the OAM project to align activitie",,2019-04-01,2026-06-29T23:07:34+00:00
O-RAN Operations and Maintenance (OAM),wiki.o-ran-sc.org,https://wiki.o-ran-sc.org/x/jwI3,,,,,Projects,All,The O-RAN-SC-OAM project provides reference implementation according to the O-RAN OAM (WG1) documents. In addition we provide a common MnS-Consumer for development and module test purposes.  The assum,,2019-04-01,2026-06-29T23:07:34+00:00
O-RAN Radio Unit (ORU),wiki.o-ran-sc.org,https://wiki.o-ran-sc.org/display/ORAN/Projects,,,,,Projects,All,The Radio Unit (RU) purpose is to convert radio signals sent to and from the antenna to a digital signal that can be transmitted over the fronthaul to Distributed Unit,,2019-07-01,2026-06-29T23:07:34+00:00
