"package","ecosystem","value_class","github_repo","canonical_git_url","gh_mirror","confidence","self_confidence_raw","verified","agreement","n_runs","dissent","tier","source","reasoning","review_note","checked_at","model"
"contextlib2","pypi","C","jazzband/contextlib2","https://github.com/jazzband/contextlib2.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","jazzband-maintained backport (originally jazzband/contextlib2 or jazzband/community/contextlib2).","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"crashtest","pypi","C","python-poetry/crashtest","https://github.com/python-poetry/crashtest.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Moved from sdispater/crashtest to python-poetry/crashtest.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"croniter","pypi","C","pallets-eco/croniter","https://github.com/pallets-eco/croniter.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Project moved from kiorky/croniter to pallets-eco/croniter.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"databricks-sdk","pypi","C","databricks/databricks-sdk-py","https://github.com/databricks/databricks-sdk-py.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Official Databricks Python SDK.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"decorator","pypi","B","micheles/decorator","https://github.com/micheles/decorator.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Michele Simionato's decorator library.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"discord","pypi","C","Rapptz/discord.py","https://github.com/Rapptz/discord.py.git","False","0.50","0.50","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Likely an alias to discord.py; could also be unrelated.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"discord-py","pypi","C","Rapptz/discord.py","https://github.com/Rapptz/discord.py.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Danny Roberts's discord.py.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"docopt","pypi","C","docopt/docopt","https://github.com/docopt/docopt.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Vladimir Keleshev's docopt.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"docutils","pypi","C","","https://git.code.sf.net/p/docutils/code","True","0.40","0.70","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Canonical at SourceForge SVN. No widely-known canonical GitHub mirror.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"dulwich","pypi","C","jelmer/dulwich","https://github.com/jelmer/dulwich.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Jelmer Vernooij's pure-Python git.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"editables","pypi","C","pfmoore/editables","https://github.com/pfmoore/editables.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Paul Moore's editables (used by hatchling/pip editable installs).","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"enum34","pypi","C","","","True","0.50","0.50","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Older enum backport; canonical historically on Bitbucket.","old Bitbucket Mercurial repo, archived 2020","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"et-xmlfile","pypi","B","","","True","0.70","0.70","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","openpyxl sub-project on Heptapod (Mercurial). No GH mirror.","non-git VCS (Mercurial/Bazaar/Fossil)","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"events","pypi","C","","","False","0.30","0.30","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Generic name; couldn't confidently identify the package.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"exceptiongroup","pypi","B","agronholm/exceptiongroup","https://github.com/agronholm/exceptiongroup.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Alex Grönholm's PEP 654 backport.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"execnet","pypi","C","pytest-dev/execnet","https://github.com/pytest-dev/execnet.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Holger Krekel's execnet, maintained under pytest-dev.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"filelock","pypi","A","tox-dev/filelock","https://github.com/tox-dev/filelock.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Maintained under tox-dev org.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"google-api-core","pypi","A","googleapis/python-api-core","https://github.com/googleapis/python-api-core.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Both googleapis/python-api-core and googleapis/google-cloud-python exist; LLM picked the mono-repo, but python-api-core is the dedicated source. Holding with the more-specific one.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"google-auth-httplib2","pypi","C","googleapis/google-auth-library-python-httplib2","https://github.com/googleapis/google-auth-library-python-httplib2.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Companion to google-auth, dedicated repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"google-auth-oauthlib","pypi","B","googleapis/google-auth-library-python-oauthlib","https://github.com/googleapis/google-auth-library-python-oauthlib.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Dedicated repo for the oauthlib companion to google-auth.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"google-cloud-appengine-logging","pypi","C","googleapis/google-cloud-python","https://github.com/googleapis/google-cloud-python.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Lives in googleapis/google-cloud-python mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"google-cloud-bigquery-storage","pypi","C","googleapis/google-cloud-python","https://github.com/googleapis/google-cloud-python.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","google-cloud-python mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"google-cloud-dlp","pypi","C","googleapis/google-cloud-python","https://github.com/googleapis/google-cloud-python.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","google-cloud-python mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"google-cloud-monitoring","pypi","C","googleapis/google-cloud-python","https://github.com/googleapis/google-cloud-python.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","google-cloud-python mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"google-cloud-resource-manager","pypi","C","googleapis/google-cloud-python","https://github.com/googleapis/google-cloud-python.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","google-cloud-python mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"google-cloud-secret-manager","pypi","C","googleapis/google-cloud-python","https://github.com/googleapis/google-cloud-python.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","google-cloud-python mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"google-cloud-vision","pypi","C","googleapis/google-cloud-python","https://github.com/googleapis/google-cloud-python.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","google-cloud-python mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"google-genai","pypi","C","googleapis/python-genai","https://github.com/googleapis/python-genai.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Google's GenAI Python SDK.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"googleapis-common-protos","pypi","A","googleapis/api-common-protos","https://github.com/googleapis/api-common-protos.git","False","0.65","0.65","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. .proto definitions live here; the auto-generated Python package may live in google-cloud-python mono-repo (LLM's pick). Holding with the .proto source — both are arguably canonical.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"gremlinpython","pypi","C","apache/tinkerpop","https://github.com/apache/tinkerpop.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Apache TinkerPop mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"grpc-google-iam-v1","pypi","B","googleapis/python-grpc-google-iam-v1","https://github.com/googleapis/python-grpc-google-iam-v1.git","False","0.65","0.65","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Dedicated googleapis repo. LLM picked the umbrella google-cloud-python — both exist.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"grpcio","pypi","A","grpc/grpc","https://github.com/grpc/grpc.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Python bindings live in grpc/grpc mono-repo under src/python.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"grpcio-health-checking","pypi","C","grpc/grpc","https://github.com/grpc/grpc.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","grpc/grpc mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"grpcio-status","pypi","A","grpc/grpc","https://github.com/grpc/grpc.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Same grpc/grpc mono-repo.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"grpcio-tools","pypi","B","grpc/grpc","https://github.com/grpc/grpc.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Same grpc/grpc mono-repo.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"gunicorn","pypi","C","benoitc/gunicorn","https://github.com/benoitc/gunicorn.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Benoît Chesneau's gunicorn.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"hf-xet","pypi","C","huggingface/xet-core","https://github.com/huggingface/xet-core.git","False","0.75","0.75","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Hugging Face XET storage core.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"humanfriendly","pypi","C","xolox/python-humanfriendly","https://github.com/xolox/python-humanfriendly.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Peter Odding's humanfriendly.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"inspect2","pypi","C","","","False","0.30","0.30","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Couldn't confidently identify.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"installer","pypi","C","pypa/installer","https://github.com/pypa/installer.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","PyPA's installer library.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"ipywidgets","pypi","C","jupyter-widgets/ipywidgets","https://github.com/jupyter-widgets/ipywidgets.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Jupyter widgets mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"jaraco-classes","pypi","C","jaraco/jaraco.classes","https://github.com/jaraco/jaraco.classes.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","jaraco dot-naming convention.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"jaraco-context","pypi","C","jaraco/jaraco.context","https://github.com/jaraco/jaraco.context.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","jaraco dot-naming convention.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"jaraco-develop","pypi","B","jaraco/jaraco.develop","https://github.com/jaraco/jaraco.develop.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. V1 GUESS WRONG: I guessed jaraco/develop but that 404s. Jason R. Coombs uses the dot-naming convention `jaraco.foo`.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"jaraco-functools","pypi","C","jaraco/jaraco.functools","https://github.com/jaraco/jaraco.functools.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","jaraco dot-naming convention.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"jeepney","pypi","B","","https://gitlab.com/takluyver/jeepney.git","True","0.55","0.55","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Thomas Kluyver's pure-Python D-Bus library. Canonical on gitlab.com. No widely-known GH mirror.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"jmespath","pypi","A","jmespath/jmespath.py","https://github.com/jmespath/jmespath.py.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. JMESPath spec implementation in Python.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"jupyterlab","pypi","C","jupyterlab/jupyterlab","https://github.com/jupyterlab/jupyterlab.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","JupyterLab project.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"jupyterlab-widgets","pypi","C","jupyter-widgets/ipywidgets","https://github.com/jupyter-widgets/ipywidgets.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Same ipywidgets mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"langchain","pypi","C","langchain-ai/langchain","https://github.com/langchain-ai/langchain.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","LangChain mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"langchain-core","pypi","C","langchain-ai/langchain","https://github.com/langchain-ai/langchain.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","LangChain mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"lazy-object-proxy","pypi","C","ionelmc/python-lazy-object-proxy","https://github.com/ionelmc/python-lazy-object-proxy.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Ionel Cristian Mărieș's lazy proxy.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"libcst","pypi","C","Instagram/LibCST","https://github.com/Instagram/LibCST.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Instagram's concrete syntax tree library.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"librt","pypi","C","","","False","0.30","0.30","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Couldn't identify.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"lockfile","pypi","C","","","False","0.30","0.30","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Deprecated package; canonical unclear.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"mako","pypi","C","sqlalchemy/mako","https://github.com/sqlalchemy/mako.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Mike Bayer's Mako templates, sqlalchemy org.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"ml-dtypes","pypi","C","jax-ml/ml_dtypes","https://github.com/jax-ml/ml_dtypes.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","JAX team's ML data types.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"msal-extensions","pypi","C","AzureAD/microsoft-authentication-extensions-for-python","https://github.com/AzureAD/microsoft-authentication-extensions-for-python.git","False","0.90","0.90","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Azure AD authentication extensions.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"nbconvert","pypi","C","jupyter/nbconvert","https://github.com/jupyter/nbconvert.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Jupyter notebook conversion.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"notebook","pypi","C","jupyter/notebook","https://github.com/jupyter/notebook.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Jupyter notebook UI.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"notebook-shim","pypi","C","jupyter/notebook_shim","https://github.com/jupyter/notebook_shim.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Jupyter notebook shim.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"numba","pypi","C","numba/numba","https://github.com/numba/numba.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Numba JIT compiler.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"nvidia-cublas-cu12","pypi","C","","","False","0.20","0.20","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Proprietary NVIDIA wheel; no public GH.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"nvidia-cuda-nvrtc-cu12","pypi","C","","","False","0.20","0.20","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Proprietary NVIDIA wheel; no public GH.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"nvidia-cusparse-cu12","pypi","C","","","False","0.20","0.20","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Proprietary NVIDIA wheel; no public GH.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"nvidia-nccl-cu12","pypi","C","NVIDIA/nccl","https://github.com/NVIDIA/nccl.git","False","0.65","0.65","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","NCCL has a public mirror; cu12 wheel is the binary distribution.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"nvidia-nvjitlink-cu12","pypi","C","","","False","0.20","0.20","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Proprietary NVIDIA wheel; no public GH.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"oauth2client","pypi","C","googleapis/oauth2client","https://github.com/googleapis/oauth2client.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Deprecated google-oauth library.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"openpyxl","pypi","C","","","True","0.70","0.70","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Canonical on Heptapod (Mercurial).","non-git VCS (Mercurial/Bazaar/Fossil)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"opentelemetry-instrumentation-requests","pypi","C","open-telemetry/opentelemetry-python-contrib","https://github.com/open-telemetry/opentelemetry-python-contrib.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","OTel Python contrib mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"opentelemetry-sdk","pypi","B","open-telemetry/opentelemetry-python","https://github.com/open-telemetry/opentelemetry-python.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Official OTel Python SDK.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"opentelemetry-util-http","pypi","C","open-telemetry/opentelemetry-python-contrib","https://github.com/open-telemetry/opentelemetry-python-contrib.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","OTel Python contrib mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"opt-einsum","pypi","C","dgasmith/opt_einsum","https://github.com/dgasmith/opt_einsum.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Daniel Smith's opt_einsum.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"ordered-set","pypi","C","rspeer/ordered-set","https://github.com/rspeer/ordered-set.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Rob Speer's ordered-set.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pbr","pypi","C","openstack/pbr","https://github.com/openstack/pbr.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","OpenStack's Python Build Reasonableness.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pendulum","pypi","C","python-pendulum/pendulum","https://github.com/python-pendulum/pendulum.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Moved from sdispater/pendulum to python-pendulum/pendulum.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pg8000","pypi","C","","","False","0.30","0.30","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Both tlocke/pg8000 and pg8000/pg8000 404'd. Canonical unclear; leaving empty.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pickleshare","pypi","C","ipython/pickleshare","https://github.com/ipython/pickleshare.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Maintained under IPython org now.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pkginfo","pypi","C","","","True","0.55","0.55","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Tres Seaver's pkginfo, canonical historically on Launchpad.","non-git VCS (Mercurial/Bazaar/Fossil)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"plotly","pypi","C","plotly/plotly.py","https://github.com/plotly/plotly.py.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Plotly Python graphing.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pluggy","pypi","B","pytest-dev/pluggy","https://github.com/pytest-dev/pluggy.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. pytest's plugin-management system.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"ply","pypi","C","dabeaz/ply","https://github.com/dabeaz/ply.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","David Beazley's PLY parser.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"protobuf","pypi","A","protocolbuffers/protobuf","https://github.com/protocolbuffers/protobuf.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Google's Protocol Buffers; renamed from google/protobuf to protocolbuffers/protobuf years ago.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"py","pypi","B","pytest-dev/py","https://github.com/pytest-dev/py.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Deprecated `py` library that pytest historically used.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"py4j","pypi","B","py4j/py4j","https://github.com/py4j/py4j.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. V1 GUESS UPDATED: I guessed bartdag/py4j (Barthélémy Dagenais's personal account); that URL still works but redirects to py4j/py4j (org-named canonical).","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"pycodestyle","pypi","C","PyCQA/pycodestyle","https://github.com/PyCQA/pycodestyle.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Python Code Quality Authority.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pymsalruntime","pypi","C","AzureAD/microsoft-authentication-library-for-python","https://github.com/AzureAD/microsoft-authentication-library-for-python.git","False","0.55","0.55","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Azure AD MSAL Python — runtime extension.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pymysql","pypi","C","PyMySQL/PyMySQL","https://github.com/PyMySQL/PyMySQL.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","PyMySQL pure-Python MySQL client.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pyobjc-core","pypi","C","ronaldoussoren/pyobjc","https://github.com/ronaldoussoren/pyobjc.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Ronald Oussoren's PyObjC mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pyreadline3","pypi","C","pyreadline3/pyreadline3","https://github.com/pyreadline3/pyreadline3.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Active fork of pyreadline.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pyspark","pypi","C","apache/spark","https://github.com/apache/spark.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Apache Spark mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pytest-cov","pypi","C","pytest-dev/pytest-cov","https://github.com/pytest-dev/pytest-cov.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","pytest coverage plugin under pytest-dev.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pytest-perf","pypi","B","jaraco/pytest-perf","https://github.com/jaraco/pytest-perf.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Jason R. Coombs's pytest performance plugin.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"pytest-ruff","pypi","A","businho/pytest-ruff","https://github.com/businho/pytest-ruff.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Confidence boosted from V1 0.55 to 0.80.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
